House_ID,Area_sqft,Bedrooms,Bathrooms,Floors,House_Age,Garage,Parking,Location,Furnished,Garden,Condition,Distance_to_City_km,Price
H02649,2901,3,3,3,22,0,4,Suburban,No,No,Excellent,15.0,690825
H02650,1218,3,3,2,18,0,0,Suburban,Yes,Yes,Excellent,11.0,433307
H02651,4674,6,5,3,33,0,0,Urban,No,Yes,Good,14.7,1109891
H02652,4691,4,5,1,7,0,2,Rural,No,Yes,Needs Renovation,6.4,966491
H02653,3810,2,4,3,28,2,3,Rural,Yes,No,Excellent,15.4,810463
H02654,2850,3,1,2,13,3,1,Urban,No,Yes,Excellent,29.4,728140
H02655,1907,3,1,1,18,3,0,Urban,No,Yes,Needs Renovation,4.1,550639
H02656,3168,1,2,1,8,2,0,Rural,No,No,Good,2.4,669262
H02657,3257,2,2,3,35,2,3,Suburban,Yes,No,Excellent,23.3,734571
H02658,1424,4,3,1,23,1,3,Suburban,No,Yes,Good,13.2,460434
H02659,3973,2,2,1,16,2,0,Suburban,No,Yes,Excellent,29.4,878114
H02660,4091,1,3,3,35,1,1,Rural,No,Yes,Excellent,19.1,808790
H02661,3278,2,1,2,19,1,1,Urban,Yes,No,Good,12.0,802239
H02662,4701,3,3,2,2,0,2,Suburban,Yes,Yes,Average,14.7,1058139
H02663,1716,1,1,1,38,2,2,Urban,Yes,Yes,Needs Renovation,4.0,470323
H02664,4296,2,4,2,18,0,1,Rural,Yes,No,Excellent,5.1,915974
H02665,3605,4,2,3,23,3,1,Suburban,No,Yes,Good,11.4,825001
H02666,4532,4,1,3,14,2,4,Suburban,No,No,Needs Renovation,29.4,920590
H02667,2751,4,1,1,17,2,0,Suburban,Yes,No,Excellent,21.5,666103
H02668,4296,4,2,3,4,1,0,Suburban,No,No,Excellent,6.4,993027
H02669,3817,2,5,2,28,3,0,Urban,No,Yes,Needs Renovation,11.8,858770
H02670,2696,6,4,2,5,2,0,Suburban,Yes,Yes,Average,23.4,719487
H02671,3434,6,2,2,39,1,1,Suburban,No,No,Good,23.8,748235
H02672,2327,2,1,3,0,3,2,Rural,No,No,Excellent,18.5,520717
H02673,4051,1,4,3,6,1,3,Suburban,No,No,Needs Renovation,16.9,819985
H02674,4232,1,2,2,6,3,0,Suburban,Yes,No,Excellent,20.1,924347
H02675,2833,6,5,3,19,1,3,Rural,Yes,Yes,Good,9.9,717252
H02676,3540,6,3,2,23,3,2,Rural,Yes,Yes,Average,6.3,799468
H02677,676,2,3,3,4,3,1,Urban,No,Yes,Excellent,3.3,423685
H02678,4928,3,2,3,40,0,4,Urban,No,Yes,Needs Renovation,28.4,1001443
H02679,1874,4,5,1,29,1,3,Urban,Yes,Yes,Average,26.0,578008
H02680,1007,1,3,2,27,0,1,Rural,Yes,Yes,Needs Renovation,4.7,255378
H02681,1081,5,4,2,3,0,2,Urban,Yes,No,Needs Renovation,13.3,426449
H02682,2319,2,1,3,36,3,4,Urban,No,Yes,Good,2.9,638129
H02683,3326,5,3,2,40,3,0,Urban,No,Yes,Average,27.6,789739
H02684,4196,5,2,2,24,2,2,Urban,Yes,Yes,Excellent,13.7,1045485
H02685,2037,6,1,3,32,0,4,Suburban,No,Yes,Average,10.4,516131
H02686,2779,3,1,1,35,3,0,Urban,No,Yes,Excellent,2.9,735467
H02687,3950,6,4,2,31,2,3,Suburban,Yes,No,Good,10.8,954832
H02688,3397,3,2,2,34,1,3,Suburban,Yes,Yes,Excellent,1.1,812063
H02689,4765,2,4,2,9,1,1,Suburban,Yes,No,Average,6.0,1055341
H02690,4521,5,5,1,3,2,3,Urban,Yes,No,Excellent,16.1,1147448
H02691,2707,3,4,3,28,0,1,Suburban,No,No,Good,15.3,623573
H02692,2287,4,3,2,32,2,0,Suburban,Yes,Yes,Excellent,7.0,649185
H02693,3244,4,3,1,22,1,1,Suburban,No,No,Excellent,30.0,728342
H02694,1583,2,3,1,2,1,3,Suburban,Yes,Yes,Excellent,5.3,524628
H02695,1772,6,3,3,36,3,0,Rural,Yes,No,Excellent,22.7,481669
H02696,1450,5,2,1,33,1,2,Urban,Yes,Yes,Needs Renovation,7.5,485356
H02697,3942,2,2,1,26,1,2,Rural,No,Yes,Good,22.7,768914
H02698,3173,3,2,1,40,1,0,Urban,Yes,No,Excellent,9.3,820017
H02699,4532,2,2,2,17,3,2,Suburban,No,No,Average,28.8,899853
H02700,2613,4,3,2,25,3,4,Suburban,No,Yes,Average,10.7,663306
H02701,1463,6,3,3,14,1,1,Suburban,No,No,Average,1.0,470706
H02702,1531,1,1,1,36,2,0,Urban,No,No,Good,27.4,425521
H02703,4044,5,1,1,1,2,1,Rural,Yes,No,Average,1.4,900515
H02704,625,5,4,1,39,2,1,Suburban,No,No,Good,14.6,287808
H02705,3446,1,3,3,35,2,0,Urban,No,No,Average,7.3,778515
H02706,4096,1,3,3,37,2,2,Urban,No,Yes,Average,18.0,911663
H02707,2122,2,1,1,1,2,0,Suburban,No,No,Good,24.5,521674
H02708,4786,3,1,1,7,2,1,Rural,No,No,Excellent,3.0,1011352
H02709,4051,6,1,2,21,3,0,Rural,Yes,Yes,Average,13.3,855878
H02710,2420,2,5,1,14,3,1,Suburban,Yes,No,Good,8.3,658478
H02711,3264,3,5,2,28,2,4,Rural,Yes,Yes,Excellent,14.4,777786
H02712,1882,5,5,3,40,0,0,Rural,No,No,Excellent,19.9,448383
H02713,2995,3,2,1,34,3,4,Rural,No,No,Average,10.4,628383
H02714,1323,4,2,2,19,3,3,Suburban,No,Yes,Needs Renovation,2.8,384347
H02715,1681,1,3,2,3,1,1,Urban,No,Yes,Excellent,9.6,558309
H02716,1842,6,3,2,25,0,0,Suburban,Yes,No,Needs Renovation,16.2,475360
H02717,1062,2,5,2,14,1,2,Rural,Yes,No,Excellent,16.8,337768
H02718,3958,5,4,2,33,0,1,Urban,Yes,No,Good,14.1,960872
H02719,1280,3,3,3,26,3,3,Suburban,No,No,Needs Renovation,4.0,374613
H02720,3190,2,3,2,33,0,4,Rural,No,No,Average,7.4,653360
H02721,4236,4,4,1,19,1,4,Urban,Yes,Yes,Needs Renovation,25.3,975215
H02722,4998,4,4,3,26,3,2,Rural,Yes,Yes,Average,9.5,1058506
H02723,3353,4,5,2,37,3,1,Urban,No,Yes,Excellent,16.1,853138
H02724,1343,5,5,3,37,0,1,Urban,Yes,Yes,Average,11.9,482444
H02725,4846,1,3,1,11,2,0,Rural,Yes,No,Needs Renovation,11.0,952234
H02726,2786,2,4,1,29,0,2,Urban,No,No,Good,17.7,683807
H02727,945,5,2,3,2,1,2,Suburban,No,No,Average,2.6,358875
H02728,1991,3,4,2,30,3,1,Rural,No,Yes,Needs Renovation,12.6,414371
H02729,4681,6,3,2,4,2,3,Urban,No,Yes,Average,7.3,1143313
H02730,4672,5,4,3,18,3,0,Rural,No,Yes,Excellent,18.4,991083
H02731,4407,1,1,3,10,0,4,Urban,Yes,No,Good,21.6,987317
H02732,3160,4,3,2,24,2,1,Suburban,No,No,Average,4.9,718514
H02733,4259,4,2,1,14,2,2,Suburban,Yes,Yes,Good,23.4,956186
H02734,744,4,2,2,21,0,2,Suburban,No,No,Good,20.2,267971
H02735,3776,6,4,1,35,3,0,Suburban,Yes,No,Excellent,9.2,935051
H02736,3079,4,4,3,24,0,3,Urban,No,Yes,Needs Renovation,21.9,750404
H02737,2184,5,3,1,7,2,0,Urban,No,Yes,Needs Renovation,17.4,591887
H02738,3643,2,3,2,26,2,3,Urban,No,Yes,Average,26.1,819541
H02739,2255,3,2,2,20,0,4,Rural,No,No,Average,26.3,446750
H02740,1321,6,2,1,5,3,2,Rural,No,Yes,Average,28.7,375016
H02741,4588,6,2,3,20,2,0,Rural,Yes,No,Good,7.2,986485
H02742,1472,1,1,2,27,1,3,Urban,Yes,No,Excellent,20.3,460617
H02743,4823,4,3,1,4,1,1,Suburban,No,No,Needs Renovation,9.0,1013691
H02744,1337,6,1,2,1,3,1,Urban,Yes,No,Good,5.8,526777
H02745,3649,1,3,1,38,2,4,Urban,No,No,Excellent,21.5,847848
H02746,3703,5,1,3,30,2,0,Rural,Yes,No,Good,18.5,774630
H02747,2191,5,5,1,24,3,3,Suburban,No,No,Average,23.5,574263
H02748,2728,3,5,1,14,1,0,Rural,No,No,Needs Renovation,25.1,523362
H02749,1114,5,5,3,33,3,4,Urban,No,No,Good,19.4,451707
H02750,3378,2,5,2,26,1,0,Urban,Yes,No,Excellent,22.8,860029
H02751,2210,3,1,1,0,3,1,Rural,Yes,No,Needs Renovation,28.2,465748
H02752,2923,2,5,3,5,2,4,Rural,Yes,Yes,Excellent,24.4,695086
H02753,1468,2,4,1,24,2,1,Urban,No,Yes,Excellent,3.8,543420
H02754,1506,3,4,3,36,0,1,Rural,No,Yes,Average,15.6,345778
H02755,3204,3,4,2,19,0,4,Urban,No,Yes,Average,23.2,778081
H02756,4164,5,1,1,8,0,1,Urban,Yes,No,Needs Renovation,23.2,923063
H02757,4062,6,2,3,24,0,0,Suburban,No,No,Average,21.0,853015
H02758,1327,5,2,1,19,2,2,Urban,No,Yes,Excellent,20.7,522192
H02759,2507,4,4,3,14,1,3,Rural,Yes,No,Average,13.2,598874
H02760,1937,1,2,2,3,1,1,Urban,Yes,Yes,Excellent,4.8,643178
H02761,3984,3,2,1,23,0,3,Rural,No,No,Needs Renovation,7.4,757413
H02762,1741,2,2,1,30,1,0,Suburban,Yes,Yes,Excellent,25.4,484464
H02763,4256,4,1,3,35,1,3,Rural,Yes,No,Average,5.3,870209
H02764,1418,5,3,3,31,3,3,Urban,No,No,Needs Renovation,7.4,463094
H02765,3165,5,4,2,21,2,4,Urban,No,Yes,Needs Renovation,23.9,762867
H02766,2745,6,5,3,6,1,4,Urban,No,No,Needs Renovation,16.9,751140
H02767,3834,4,2,3,30,2,0,Suburban,Yes,Yes,Needs Renovation,26.9,810654
H02768,4916,5,3,1,25,1,3,Urban,No,Yes,Average,10.1,1126489
H02769,3024,6,4,2,3,1,4,Rural,No,No,Excellent,7.0,739334
H02770,841,4,4,1,21,1,4,Rural,No,Yes,Average,9.8,261921
H02771,1861,3,4,3,13,1,0,Urban,No,No,Good,10.4,569307
H02772,2542,5,4,3,4,2,2,Urban,Yes,Yes,Good,27.3,737615
H02773,875,4,3,2,29,3,3,Suburban,No,Yes,Good,16.1,339131
H02774,2969,6,2,2,13,1,2,Suburban,Yes,No,Needs Renovation,15.4,684911
H02775,4048,6,1,2,0,0,2,Rural,No,No,Good,16.5,854203
H02776,2037,5,5,2,35,2,4,Suburban,No,Yes,Good,13.8,571207
H02777,682,5,3,3,25,3,0,Suburban,Yes,No,Excellent,20.2,331851
H02778,1187,4,4,2,21,3,4,Rural,Yes,No,Needs Renovation,27.7,292583
H02779,1352,2,3,2,40,0,2,Urban,No,Yes,Average,6.6,438259
H02780,2420,5,1,3,35,2,3,Urban,Yes,Yes,Excellent,16.8,695267
H02781,1033,4,3,1,40,3,0,Rural,No,Yes,Needs Renovation,29.3,221832
H02782,4140,2,1,1,17,3,4,Suburban,No,No,Good,17.2,872313
H02783,1925,3,5,1,17,2,2,Urban,No,No,Average,15.3,556329
H02784,1551,5,2,2,5,0,3,Rural,No,No,Needs Renovation,2.4,371907
H02785,764,2,1,1,14,1,1,Suburban,No,Yes,Good,26.4,268345
H02786,3368,4,1,3,27,0,4,Urban,No,No,Good,27.4,769328
H02787,3167,1,4,1,36,0,1,Suburban,Yes,No,Average,20.2,665937
H02788,4515,3,2,2,4,1,4,Urban,Yes,No,Needs Renovation,1.3,1039564
H02789,1029,1,2,3,28,3,2,Urban,Yes,Yes,Average,22.3,359394
H02790,3187,3,4,2,40,0,0,Suburban,Yes,Yes,Average,26.5,691543
H02791,1640,2,2,3,23,2,2,Rural,No,No,Average,29.5,343446
H02792,4473,4,2,2,22,0,2,Rural,No,No,Excellent,17.5,915838
H02793,4368,4,1,1,31,0,1,Urban,Yes,Yes,Average,14.1,1000951
H02794,3385,4,2,3,8,3,4,Urban,No,No,Average,28.4,819868
H02795,3815,5,5,1,35,3,3,Suburban,Yes,Yes,Needs Renovation,6.7,870086
H02796,3357,4,3,3,33,2,2,Rural,No,Yes,Needs Renovation,17.4,672806
H02797,3653,1,2,1,23,2,1,Rural,No,No,Good,22.7,696082
H02798,1027,1,3,1,22,2,3,Suburban,Yes,Yes,Average,13.4,333684
H02799,2214,3,4,3,6,1,4,Urban,Yes,Yes,Good,12.6,673620
H02800,3580,4,5,2,15,0,4,Rural,Yes,Yes,Good,14.8,810308
H02801,887,3,2,1,39,1,4,Urban,No,Yes,Average,9.9,353172
H02802,4810,5,3,2,0,2,0,Suburban,Yes,No,Average,14.9,1059998
H02803,3954,6,3,2,9,3,3,Suburban,Yes,Yes,Average,12.3,968965
H02804,4944,3,5,2,27,1,1,Suburban,No,No,Needs Renovation,27.6,959502
H02805,4501,5,3,1,25,2,3,Urban,Yes,Yes,Needs Renovation,4.5,1076456
H02806,855,6,3,1,1,1,4,Rural,Yes,No,Needs Renovation,6.7,310046
H02807,4016,5,3,2,24,2,3,Urban,Yes,No,Good,22.9,956443
H02808,4696,1,3,3,12,1,4,Urban,Yes,No,Average,15.7,1040406
H02809,3188,4,4,2,6,1,2,Urban,Yes,No,Good,13.6,837951
H02810,3783,6,1,3,15,1,3,Rural,No,No,Good,9.2,796054
H02811,2602,5,1,3,19,0,1,Urban,No,No,Needs Renovation,21.8,635162
H02812,2623,2,3,2,18,3,3,Suburban,No,Yes,Average,11.0,643806
H02813,3069,5,4,1,17,0,1,Suburban,Yes,Yes,Needs Renovation,21.3,710611
H02814,2525,4,1,3,35,3,3,Urban,No,Yes,Average,21.1,642182
H02815,4393,3,2,2,6,0,0,Rural,No,No,Needs Renovation,3.4,857830
H02816,3926,4,1,2,11,0,1,Suburban,Yes,No,Good,13.3,893075
H02817,4532,6,1,3,12,1,2,Suburban,Yes,Yes,Needs Renovation,29.9,965522
H02818,1442,5,4,3,38,2,3,Suburban,Yes,No,Average,1.9,482304
H02819,3572,6,1,3,32,2,4,Suburban,No,Yes,Excellent,9.4,850059
H02820,4893,6,1,1,19,2,1,Urban,No,No,Good,8.7,1125758
H02821,2414,1,5,1,20,0,1,Rural,Yes,Yes,Needs Renovation,9.5,527458
H02822,4353,1,5,3,3,1,1,Suburban,Yes,Yes,Excellent,19.5,1006295
H02823,2018,3,2,1,9,0,2,Rural,Yes,Yes,Needs Renovation,1.6,478568
H02824,3357,1,1,3,24,0,3,Urban,Yes,Yes,Average,2.9,824523
H02825,3677,5,2,2,36,2,2,Suburban,Yes,No,Average,2.8,838428
H02826,3794,4,5,3,11,3,2,Urban,No,Yes,Average,19.2,927566
H02827,1777,3,5,1,8,2,3,Urban,No,No,Needs Renovation,8.6,528541
H02828,1788,2,2,3,27,2,0,Rural,No,Yes,Excellent,24.3,398892
H02829,3980,5,3,2,3,3,3,Suburban,No,Yes,Needs Renovation,29.6,876646
H02830,1072,5,2,2,5,3,0,Urban,Yes,Yes,Good,24.2,473442
H02831,1700,2,3,3,40,0,0,Suburban,Yes,No,Good,4.9,446743
H02832,2749,5,3,3,39,1,4,Urban,Yes,Yes,Average,19.3,716506
H02833,3456,2,3,1,5,3,2,Rural,No,No,Average,10.1,725886
H02834,4352,3,5,3,8,1,1,Urban,No,No,Needs Renovation,17.6,989932
H02835,3447,5,1,3,4,3,3,Rural,Yes,No,Good,11.1,784710
H02836,1194,5,3,2,0,0,0,Suburban,No,Yes,Needs Renovation,12.7,372587
H02837,4035,3,3,1,27,3,1,Rural,Yes,Yes,Good,13.1,848795
H02838,663,5,3,1,20,0,1,Suburban,Yes,Yes,Average,14.2,323336
H02839,1297,2,2,1,14,0,2,Rural,Yes,No,Good,18.8,336067
H02840,671,1,1,3,36,1,4,Urban,Yes,No,Excellent,7.9,349976
H02841,1158,4,1,1,21,0,4,Urban,Yes,Yes,Excellent,7.8,481952
H02842,3061,6,2,2,20,3,4,Urban,No,Yes,Good,26.9,789768
H02843,2413,4,1,1,2,2,0,Rural,Yes,Yes,Needs Renovation,26.8,529175
H02844,3014,4,3,1,39,2,4,Rural,Yes,Yes,Excellent,11.7,720410
H02845,1650,2,5,1,40,0,0,Rural,Yes,Yes,Good,25.4,388751
H02846,3176,5,2,3,17,1,4,Suburban,Yes,Yes,Good,12.5,804119
H02847,3128,2,5,1,10,1,0,Suburban,No,Yes,Needs Renovation,14.1,695288
H02848,1752,2,5,1,23,1,4,Rural,No,Yes,Good,3.1,464961
H02849,3139,5,5,2,24,1,0,Rural,Yes,No,Excellent,7.9,742672
H02850,1076,5,1,3,29,3,3,Urban,No,No,Average,29.6,368460
H02851,1351,4,1,2,28,3,0,Urban,No,Yes,Average,10.7,455340
H02852,2850,2,3,1,24,2,4,Suburban,Yes,Yes,Excellent,19.1,716035
H02853,4998,5,1,2,8,1,1,Rural,No,Yes,Good,16.9,1026415
H02854,4337,3,4,2,40,2,4,Suburban,Yes,No,Good,21.6,932666
H02855,2276,5,5,1,12,1,2,Rural,No,No,Average,8.0,534053
H02856,3596,2,3,1,12,0,1,Urban,Yes,Yes,Excellent,5.0,919498
H02857,3118,4,3,3,39,1,2,Suburban,No,No,Needs Renovation,11.3,660097
H02858,981,5,4,2,20,3,1,Rural,No,Yes,Average,29.3,283357
H02859,3331,1,3,1,18,0,3,Urban,No,No,Excellent,24.4,773375
H02860,4532,2,1,1,0,2,3,Rural,Yes,No,Average,19.6,900494
H02861,1945,6,3,1,24,2,2,Rural,No,Yes,Good,21.8,476055
H02862,4532,5,2,3,22,3,1,Suburban,No,Yes,Needs Renovation,4.7,996090
H02863,2810,5,5,2,5,1,1,Urban,Yes,Yes,Good,12.7,840858
H02864,834,1,2,3,7,1,4,Suburban,Yes,Yes,Needs Renovation,17.4,298479
H02865,4925,5,1,2,11,3,2,Rural,No,No,Excellent,12.4,1044857
H02866,1789,5,3,1,3,1,3,Urban,Yes,Yes,Needs Renovation,25.7,552751
H02867,3038,5,5,2,8,1,4,Rural,Yes,No,Average,5.2,726582
H02868,3341,1,2,3,26,3,4,Suburban,No,Yes,Needs Renovation,21.1,694568
H02869,4495,4,3,2,40,2,2,Suburban,No,Yes,Excellent,9.6,1008087
H02870,4866,2,5,2,8,0,3,Urban,No,Yes,Good,21.2,1123222
H02871,2076,4,3,1,27,2,3,Rural,No,Yes,Excellent,6.7,543021
H02872,1065,5,3,2,12,1,4,Suburban,No,Yes,Average,24.2,353884
H02873,3832,6,3,1,20,1,1,Suburban,Yes,Yes,Average,2.4,916305
H02874,2534,2,5,2,31,2,3,Suburban,Yes,No,Excellent,18.7,660948
H02875,1092,3,3,1,30,0,4,Suburban,No,Yes,Needs Renovation,20.4,281460
H02876,1200,4,2,2,1,3,4,Urban,No,No,Needs Renovation,24.4,400482
H02877,2393,6,5,1,23,0,2,Urban,No,Yes,Average,26.9,665104
H02878,1091,4,2,3,27,2,4,Rural,Yes,No,Excellent,21.9,310450
H02879,895,6,3,1,17,0,1,Suburban,Yes,No,Average,2.1,384193
H02880,1746,6,5,3,39,3,1,Urban,Yes,Yes,Excellent,25.4,597117
H02881,3122,1,5,2,40,2,0,Suburban,Yes,No,Good,8.2,729076
H02882,1157,2,2,1,36,0,0,Rural,Yes,No,Good,3.8,284617
H02883,2990,2,2,2,11,2,2,Suburban,No,No,Good,2.5,693115
H02884,4534,1,2,2,25,2,2,Urban,Yes,Yes,Needs Renovation,1.6,1025662
H02885,2140,4,4,3,10,2,2,Urban,No,No,Good,28.5,598064
H02886,2841,5,1,3,3,0,2,Rural,No,No,Excellent,13.6,649442
H02887,2674,1,5,1,40,0,1,Urban,Yes,No,Average,16.3,657685
H02888,646,1,2,3,11,0,1,Suburban,Yes,Yes,Good,19.1,267548
H02889,4960,2,5,1,21,3,1,Urban,No,No,Good,25.4,1107787
H02890,4197,3,3,1,23,0,4,Urban,Yes,Yes,Excellent,22.3,1035503
H02891,3982,4,3,1,2,0,1,Rural,Yes,No,Average,20.7,819857
H02892,4948,5,1,1,21,2,2,Suburban,No,No,Excellent,4.0,1078473
H02893,3019,5,1,3,9,0,2,Rural,Yes,No,Good,13.8,672257
H02894,3088,1,3,1,8,0,2,Rural,No,Yes,Needs Renovation,6.0,629690
H02895,1837,4,5,3,26,2,3,Rural,Yes,Yes,Good,16.1,504343
H02896,2558,3,4,2,2,2,3,Rural,Yes,Yes,Excellent,13.5,648869
H02897,946,5,4,3,27,1,3,Rural,Yes,No,Needs Renovation,16.5,267257
H02898,1043,3,5,2,34,1,4,Rural,Yes,No,Good,25.6,306663
H02899,4932,3,2,3,8,1,3,Rural,Yes,Yes,Excellent,14.1,1069370
H02900,3540,4,5,2,1,2,1,Rural,Yes,Yes,Average,26.9,784836
H02901,4408,4,2,1,13,3,3,Urban,Yes,Yes,Good,7.4,1100562
H02902,2534,6,2,2,7,0,1,Rural,Yes,Yes,Average,16.4,592445
H02903,4652,4,3,1,28,2,3,Suburban,No,Yes,Excellent,21.1,1042552
H02904,1274,5,1,3,29,2,0,Suburban,Yes,No,Good,2.6,444459
H02905,1049,2,4,1,18,0,0,Urban,Yes,Yes,Needs Renovation,11.9,370433
H02906,1984,3,5,2,28,1,1,Rural,Yes,Yes,Average,10.3,487703
H02907,4322,5,5,2,24,0,2,Rural,No,No,Excellent,3.9,958717
H02908,3232,3,2,3,2,1,2,Rural,No,Yes,Excellent,23.5,714942
H02909,3911,4,2,2,34,1,4,Urban,No,No,Good,14.6,908540
H02910,2106,4,5,3,15,1,1,Urban,No,Yes,Excellent,22.7,635538
H02911,3600,4,5,2,19,1,0,Urban,No,No,Needs Renovation,28.2,810384
H02912,3633,2,2,1,17,3,4,Suburban,Yes,Yes,Needs Renovation,3.4,809218
H02913,973,5,5,1,24,3,1,Urban,No,No,Needs Renovation,26.7,346515
H02914,2606,3,2,2,3,2,1,Rural,Yes,No,Needs Renovation,5.7,567664
H02915,3826,3,5,2,36,2,0,Suburban,Yes,No,Excellent,22.3,889387
H02916,2935,1,1,1,8,2,3,Suburban,Yes,Yes,Excellent,19.7,700020
H02917,3926,2,3,1,25,2,3,Rural,Yes,Yes,Good,17.0,813675
H02918,4989,3,5,3,37,1,0,Urban,No,Yes,Good,24.6,1094561
H02919,2534,2,2,2,20,1,2,Suburban,No,Yes,Excellent,4.8,636078
H02920,898,6,2,3,37,0,2,Rural,No,No,Needs Renovation,29.6,170298
H02921,2726,2,4,2,26,1,3,Urban,Yes,Yes,Needs Renovation,28.4,664706
H02922,1051,6,5,1,8,2,3,Suburban,No,No,Excellent,23.9,411661
H02923,4563,5,1,2,8,0,2,Suburban,Yes,Yes,Needs Renovation,19.3,960943
H02924,2431,2,2,3,35,0,3,Rural,Yes,No,Good,19.6,494334
H02925,4308,1,1,1,8,3,2,Rural,Yes,No,Needs Renovation,1.5,850557
H02926,1480,4,5,3,5,2,0,Rural,No,Yes,Average,13.1,401669
H02927,4940,4,5,3,40,0,4,Urban,Yes,No,Average,15.7,1119838
H02928,1170,2,4,3,12,1,0,Rural,Yes,No,Good,16.0,311444
H02929,3190,2,3,3,13,2,0,Urban,Yes,Yes,Excellent,15.0,831417
H02930,3597,2,4,2,14,3,4,Rural,Yes,No,Good,7.0,809166
H02931,4526,2,1,1,29,3,0,Rural,Yes,No,Excellent,10.5,933416
H02932,2566,5,1,2,23,3,1,Rural,Yes,No,Needs Renovation,15.8,547810
H02933,1925,1,1,2,10,1,2,Urban,Yes,No,Good,6.6,588264
H02934,2722,3,1,3,17,3,2,Suburban,Yes,No,Good,14.6,668513
H02935,4125,6,5,3,20,3,1,Urban,Yes,Yes,Needs Renovation,16.6,991481
H02936,3851,2,3,1,24,1,1,Rural,Yes,Yes,Needs Renovation,28.7,730913
H02937,2303,6,4,2,15,0,1,Urban,No,No,Needs Renovation,4.3,631631
H02938,1645,3,2,1,17,2,2,Urban,No,No,Excellent,20.5,510848
H02939,1837,5,1,1,7,3,1,Suburban,Yes,No,Average,25.8,481065
H02940,4136,2,1,1,27,0,4,Urban,No,Yes,Excellent,28.2,952162
H02941,2825,4,5,2,0,0,4,Suburban,Yes,Yes,Excellent,20.9,754618
H02942,2118,2,2,3,18,0,4,Rural,No,No,Needs Renovation,5.2,427581
H02943,3255,1,2,1,13,3,1,Suburban,Yes,Yes,Needs Renovation,23.0,700985
H02944,3095,4,2,3,14,3,4,Rural,No,Yes,Good,16.7,691994
H02945,3960,1,4,1,10,1,4,Urban,No,Yes,Good,10.4,964009
H02946,894,3,1,3,18,3,4,Urban,No,Yes,Needs Renovation,9.4,360894
H02947,4429,6,5,2,40,0,1,Urban,Yes,No,Excellent,11.5,1088392
H02948,3262,2,2,2,28,2,3,Suburban,Yes,No,Average,26.2,712811
H02949,894,1,4,2,30,3,3,Suburban,No,No,Average,4.4,311768
H02950,1932,2,1,1,32,2,3,Suburban,No,No,Good,16.4,452183
H02951,4220,2,2,3,6,2,0,Urban,Yes,Yes,Average,21.5,973987
H02952,4956,4,3,2,26,0,1,Urban,Yes,No,Excellent,22.8,1115997
H02953,3075,1,5,2,26,3,4,Suburban,Yes,Yes,Good,19.0,731448
H02954,1347,6,2,3,13,2,2,Urban,Yes,No,Excellent,12.2,555898
H02955,1882,6,5,3,17,1,2,Urban,No,Yes,Excellent,2.6,666985
H02956,738,4,5,3,4,2,3,Urban,Yes,Yes,Good,28.9,419747
H02957,3401,4,4,3,23,0,0,Rural,Yes,No,Excellent,4.5,788742
H02958,4834,2,1,1,35,1,0,Urban,No,No,Excellent,21.8,1056864
H02959,2490,6,2,2,12,0,1,Urban,Yes,Yes,Average,24.1,712531
H02960,2996,5,4,1,5,2,1,Rural,Yes,Yes,Good,10.8,742756
H02961,2908,2,5,1,40,0,1,Suburban,No,No,Good,22.1,618108
H02962,4986,4,3,1,24,3,4,Suburban,No,No,Good,23.7,1048743
H02963,4427,1,5,2,6,3,1,Rural,No,No,Needs Renovation,4.3,884551
H02964,1819,3,4,1,38,0,1,Rural,Yes,No,Needs Renovation,5.2,411662
H02965,1205,5,2,3,30,2,2,Suburban,Yes,No,Good,4.7,403747
H02966,2991,1,1,3,8,0,1,Suburban,Yes,No,Excellent,10.8,699581
H02967,3587,6,2,2,37,2,4,Urban,Yes,Yes,Excellent,7.2,948203
H02968,3005,4,2,3,10,2,4,Urban,No,Yes,Good,27.5,793744
H02969,2264,6,2,2,36,1,4,Rural,No,Yes,Average,26.9,488280
H02970,2599,6,3,2,20,0,1,Urban,Yes,No,Excellent,13.9,740956
H02971,927,4,5,1,15,3,2,Rural,Yes,No,Excellent,6.6,380685
H02972,2570,4,5,2,6,3,4,Suburban,Yes,Yes,Excellent,4.8,779270
H02973,3631,6,4,1,9,0,2,Suburban,No,No,Average,24.7,829638
H02974,1387,4,5,1,29,2,4,Rural,Yes,Yes,Average,14.1,382404
H02975,1989,6,5,3,1,3,0,Suburban,Yes,No,Needs Renovation,17.3,567900
H02976,3185,6,4,2,34,2,4,Urban,Yes,No,Good,17.1,842471
H02977,3521,2,1,2,17,3,3,Urban,No,Yes,Good,10.4,863448
H02978,1498,4,5,3,3,1,4,Rural,No,Yes,Average,6.0,420663
H02979,3066,2,4,2,21,1,4,Suburban,Yes,Yes,Excellent,4.0,805871
H02980,1172,5,1,3,6,3,3,Urban,Yes,No,Needs Renovation,17.4,452129
H02981,1585,5,1,3,3,2,3,Suburban,No,Yes,Needs Renovation,27.8,407683
H02982,2212,1,1,1,22,3,0,Rural,Yes,Yes,Excellent,17.3,504352
H02983,1394,6,1,2,18,1,1,Urban,Yes,Yes,Excellent,27.6,537704
H02984,1188,3,1,2,29,2,4,Rural,Yes,Yes,Needs Renovation,24.7,284754
H02985,1627,6,2,2,3,1,0,Rural,No,Yes,Excellent,12.5,461519
H02986,671,2,1,2,23,2,1,Urban,Yes,Yes,Good,8.9,368876
